GeneID	Influencia_Combinada	Cor_Log2FC_TEA_M_vs_C	log10p_M_vs_Controle	log2FC_F_vs_M_TEA
TOLLIP-AS1	1.264275265	-0.910469356	1.980700149	-1.618081174
TOPORS	0.8836007605	1.444424543	2.203677602	0.322776978
TOR1AIP1	0.6118629379999999	1.137825803	1.96905882	0.085900073
TP53I3	0.668774416	-1.166120072	2.565948254	-0.17142876
TPT1P9	0.7392272495000001	-1.075640777	1.818288547	-0.402813722
TPTEP2	1.286694925	2.482089511	2.557953063	-0.091300339
TPX2	1.4605575069999999	-1.627663829	0.591928509	1.293451185
TRAJ17	1.3544965820000001	0.629677349	0.432711726	2.079315815
TRAJ18	1.3542772735000002	2.189868965	3.14965616	-0.518685582
TRAJ20	1.89469547	2.556066597	1.259068121	1.233324343
TRAJ25	1.888263168	2.757837263	1.368813773	-1.018689073
TRAJ27	0.9699658875	-0.07341601	0.080121645	1.866515765
TRAJ32	1.012790994	-0.033677195	0.021584973	1.991904793
TRAJ33	2.3249669859999997	2.534414814	1.990580201	-2.115519158
TRAJ35	1.0465038155	1.68630629	2.985359049	0.406701341
TRAJ36	0.7274067985	1.298523025	1.967704543	0.156290572
TRAJ37	1.957797151	1.891577742	2.979470978	-2.02401656
TRAJ42	2.22927501	2.607332413	1.42055534	-1.851217607
TRAJ45	1.324680651	0.82426744	0.923073714	1.825093862
TRAJ7	0.773283495	0.274584151	0.119904631	1.271982839
TRAJ9	0.890999891	1.375657691	2.906441806	-0.406342091
TRANK1	0.970162412	1.383818769	1.384060169	0.556506055
TRAPPC5	0.9482247235	1.639348646	1.972087858	-0.257100801
TRAV22	1.07929067	1.393689256	1.43935965	-0.764892084
TRAV23DV6	1.4406643715	0.385568703	0.566904781	-2.49576004
TRBJ1-1	1.1186912255	-1.617654532	1.488306275	0.619727919
TRBJ1-4	1.226924607	1.860601292	2.847270263	-0.593247922
TRBJ2-2P	0.834060592	-1.557769894	1.321059845	-0.11035129
TRBV5-1	3.149681604	-4.543248402	1.632498024	1.756114806
TRBV5-5	0.8774199685	-0.101316286	0.069510909	1.653523651
TRDC	0.8374063315	0.560719617	0.952355584	-1.114093046
TRDJ3	1.943224877	1.158344137	1.490801579	-2.728105617
TRGJP1	0.9219223830000001	0.383851498	0.283243171	-1.459993268
TRGV10	0.9326920670000001	0.819798779	1.84446198	-1.045585355
TRGV2	2.1956678925	2.531864944	2.067892393	-1.859470841
TRGV3	0.5555606035	1.061864398	1.420451056	-0.049256809
TRGV8	0.6561609335	1.234354399	1.659202198	0.077967468
TRIM21	0.8934402285	1.605710698	1.783332999	-0.181169759
TRIM22	0.7483976480000001	0.308033653	0.711344359	1.188761643
TRIM25	0.939754508	1.222425361	1.409690572	0.657083655
TRIM45	0.882462618	-1.229135577	1.350414117	-0.535789659
TRIM5	0.8777035435	0.668886529	1.032252086	1.086520558
TRIM52-AS1	0.8371070495	-1.163122565	1.347945237	-0.511091534
TRIM56	0.7246408565	1.049010924	3.561605099	0.400270789
TRIM6	1.6684661975	0.895613121	0.239557339	2.441319274
TRIM7	0.71105716	-0.361740722	0.792214855	1.060373598
TRMT1L	0.8730337395000001	1.596642201	3.1526119	0.149425278
TRPC2	0.8916500549999999	-0.761057194	0.377021906	-1.022242916
TRPM4	1.5547544260000001	-1.552603527	1.729471888	1.556905325
TRPM6	2.156338653	3.70534987	1.437002905	0.607327436
TRPS1	0.616358668	-1.002795101	1.522968419	0.229922235
TSBP1-AS1	0.9089380125000001	-0.476184675	0.478471129	1.34169135
TSHR	1.658288674	-1.909635056	1.207441301	1.406942292
TSHZ2	0.854498574	-1.124750133	1.950371549	0.584247015
TSNAX	0.6025770125	1.071269892	4.039466663	-0.133884133
TSPAN2	0.906034001	1.737085698	1.830878205	0.074982304
TSPAN33	0.968383734	-1.391326794	2.296829507	0.545440674
TSPAN5	0.9508049570000001	1.317607895	1.327533901	-0.584002019
TSPYL2	0.6603703205	-1.31925351	1.476436488	-0.001487131
TTC24	0.8642178625	-0.042858944	0.038005861	-1.685576781
TTC30B	0.929581423	1.430993452	2.692548026	-0.428169394
TTC39C-AS1	1.5092369429999999	-1.082842595	0.636688982	1.935631291
TTYH3	0.6394768114999999	-1.044340256	1.348042571	0.234613367
TUBB6	1.139297875	-1.906315247	1.844152989	-0.372280503
TUBD1	0.6484663915	1.060491073	2.730308392	0.23644171
TUT7	0.8891047569999999	1.415639435	1.342570981	0.362570079
TXNDC11	0.7953600205	-1.232054919	1.944723312	0.358665122
TXNDC5	0.9569317555000001	-0.378360873	0.205285479	1.535502638
TYMP	0.6003584555	-0.194526975	0.239434757	1.006189936
U47924.2	0.6307443715000001	-0.182625588	0.139379571	-1.078863155
U62317.3	1.1788684355	0.921152668	0.799729597	1.436584203
U91328.3	0.9146765219999999	0.537283561	0.315641391	1.292069483
UAP1L1	0.6710752905	-1.066418083	2.368447379	0.275732498
UBE2FP1	1.480239536	-2.302663523	1.476047059	0.657815549
UBE2T	0.65262893	1.062642574	1.429739533	0.242615286
UBLCP1	0.5481532689999999	1.019072885	3.241054255	-0.077233653
UBR5-AS1	1.2384336205	2.246595577	1.893243646	-0.230271664
UBXN10	0.625172354	0.036922667	0.046996474	-1.213422041
UCKL1-AS1	1.0974301784999998	-1.142737679	1.016476335	1.052122678
UEVLD	0.6158446105	1.201391785	2.523334939	-0.030297436
UFSP1	0.9673565365	1.570017359	2.01628694	-0.364695714
UGT8	1.225967502	1.404158835	3.032491965	-1.047776169
ULBP3	1.319215077	-0.660540693	0.395825953	1.977889461
UNC5B	1.3635753844999998	-0.720768496	0.323751716	2.006382273
USP18	1.219631653	0.082815354	0.105022946	2.356447952
USP32P2	1.253561481	-0.796783792	0.421235421	1.71033917
USP36	0.7197873565	-1.377203278	1.421979749	-0.062371435
USP50	2.165347134	-1.619308404	1.007521027	2.711385864
UTF1	1.335928237	-2.651732864	1.721455339	-0.02012361
UTP6	0.5322155485000001	1.048907851	3.332850813	-0.015523246
UTS2B	1.3189492715	-0.319782268	0.10436766	2.318116275
VAMP5	1.2124246705	-1.409552359	1.789923299	1.015296982
VCAN	0.871834834	-1.417197648	1.193988805	0.32647202
VDAC1P8	1.165378194	-1.299690698	1.150857501	1.03106569
VDAC2P5	1.4803656785000001	-0.984369107	2.185194381	-1.97636225
VIPR2	1.5689816155	0.925523165	1.024164683	-2.212440066
VLDLR	1.7073268664999999	2.067257404	1.775034747	-1.347396329
VNN1	1.1393407524999999	1.201630639	1.803240817	1.077050866
VNN3	1.520361844	2.718145875	1.317770302	0.322577813
VPS41	0.560451715	1.079422179	1.935368816	-0.041481251
VPS4B	0.632166162	1.260693747	1.701842236	-0.003638577
VSIG4	0.8385005170000001	-1.290664838	1.429968598	-0.386336196
WBP2NL	0.700979984	1.004382847	1.412492239	0.397577121
WDCP	0.7445436350000001	1.217533409	2.773509212	-0.271553861
WDR17	1.1257383185	-0.806581312	0.651686479	1.444895325
WDR49	1.0240150815	-1.089158302	1.454267661	0.958871861
WDR5B	0.809186489	1.40148236	2.123834964	-0.216890618
WDR74	0.5801874665	-1.066076437	2.297399561	-0.094298496
WHAMM	0.5683573125	-1.105731932	1.90757868	-0.030982693
WNT11	1.8244784575	-2.397608535	0.814737482	1.25134838
WNT5B	0.5797594205	0.072727545	0.072782613	-1.086791296
WNT7A	0.7609227585	-1.490632336	1.839328821	0.031213181
WWC1	1.452397468	-0.834543351	0.701499428	2.070251585
WWC2	1.0308326495	-0.849334054	0.881337479	1.212331245
WWTR1	2.4685938685	-1.812486941	1.801352072	3.124700796
XAF1	1.4612783610000002	0.739161081	2.165643802	2.183395641
XCL2	1.1668754335	1.093293337	1.443207179	-1.24045753
XKR8	0.6442425915	1.263942999	1.651447695	-0.024542184
XPC-AS1	2.3805552265000003	4.234397577	1.484807345	-0.526712876
XRCC6P2	1.7311400705	-2.111578416	2.614283782	1.350701725
XXYLT1	0.8317333525	-1.225255218	2.440945152	0.438211487
YBX3	0.945771589	0.66170265	1.048845752	-1.229840528
YES1	0.8928027359999999	-1.386710019	0.720835015	-0.398895453
YIPF4	0.8485319935000001	1.607716501	3.23273121	-0.089347486
YTHDF3-AS1	1.4849036555000001	-1.203588509	0.821711774	-1.766218802
YY2	1.5137412955	-1.270122136	0.830989959	1.757360455
Z83745.1	0.6212947080000001	-1.180764002	1.968124262	-0.061825414
Z92544.1	1.056237865	2.013236167	1.696961537	-0.099239563
Z94721.1	1.4976815614999999	2.188502593	1.824290799	0.80686053
Z97192.2	0.7386670445000001	1.282549023	1.313534053	-0.194785066
Z97353.1	1.3519105725	-1.80595804	2.152591863	0.897863105
Z97633.1	1.2244325004999999	-1.620631349	1.510721474	-0.828233652
Z97832.2	0.8405027065	1.654697499	2.061889536	-0.026307914
ZBED4	0.6341605044999999	-1.129413018	1.186622834	0.138907991
ZBP1	0.80506422	0.313821243	0.482040333	1.296307197
ZBTB16	1.00858636	-0.578323662	0.360265182	-1.438849058
ZBTB18	0.5944272340000001	1.065223119	1.87208923	-0.123631349
ZBTB3	0.674632912	1.302685511	2.796737204	-0.046580313
ZBTB32	1.2336319905000002	-1.236025358	0.710858783	1.231238623
ZBTB34	0.7083063439999999	1.31626249	1.424213822	0.100350198
ZBTB6	0.5866524985	1.048454426	1.620068882	-0.124850571
ZC3H10	0.653870884	1.14175625	2.594133889	0.165985518
ZCCHC2	1.0061596585	0.194775099	0.298366062	1.817544218
ZDHHC14	0.7709097355000001	-1.120259705	2.926325055	0.421559766
ZEB1-AS1	0.8021533865	1.431196243	2.063731155	0.17311053
ZEB2-AS1	0.877294611	-1.081665642	1.127778162	0.67292358
ZFAND2A	0.768764985	-1.339898212	3.60102289	-0.197631758
ZFP3	0.6616561145000001	1.231254561	2.078269411	0.092057668
ZFYVE16	0.889710655	1.593318936	2.782535357	0.186102374
ZKSCAN2-DT	0.6388786295	1.186990541	2.23099181	-0.090766718
ZKSCAN4	0.7571878075	1.255875294	2.933612097	-0.258500321
ZMYND15	1.337688376	-1.40751682	1.768120769	1.267859932
ZNF137P	1.213980415	1.95297856	2.275286599	0.47498227
ZNF140	0.7345522665	1.117767093	4.23813563	0.35133744
ZNF154	1.0792257435	0.965645021	1.546628927	-1.192806466
ZNF157	1.4610523715000001	1.943748596	2.31542493	-0.978356147
ZNF17	0.7653376445	1.107826949	1.763010657	-0.42284834
ZNF189	0.632233026	1.052682105	2.730920551	-0.211783947
ZNF2	0.9935171614999999	1.867676094	3.43897876	0.119358229
ZNF20	1.072791563	2.079609234	1.464436081	0.065973892
ZNF200	1.1367836325	1.991592055	1.944280376	0.28197521
ZNF217	0.7509860975	1.324708613	1.627098128	0.177263582
ZNF22-AS1	1.1281048575	1.098786264	2.028309581	-1.157423451
ZNF225	0.8169070715000001	1.55109661	1.330296003	-0.082717533
ZNF230	1.0375546195	1.794238393	1.484410982	0.280870846
ZNF232	0.6326259325	1.229371307	2.423311784	0.035880558
ZNF234	0.6951596485	1.339727273	2.853340997	-0.050592024
ZNF239	0.9826082035	1.652886899	4.941659064	0.312329508
ZNF252P-AS1	1.573494697	2.908210168	1.536550031	0.238779226
ZNF28	0.6516606605	1.213278875	1.966035703	0.090042446
ZNF295-AS1	1.367769275	-2.260482433	2.03582593	-0.475056117
ZNF322	0.8471386435	1.628967295	3.123417557	0.065309992
ZNF347	0.6669760885	1.191950685	2.119942399	-0.142001492
ZNF358	0.775254583	-1.490554638	1.694286231	-0.059954528
ZNF385A	0.851832543	-1.342121543	1.88330174	0.361543543
ZNF385C	1.6053842585	-1.832983771	1.350130479	1.377784746
ZNF391	1.262379756	1.403992369	1.311583539	-1.120767143
ZNF394	0.5680227760000001	-1.025690828	1.586507883	-0.110354724
ZNF397	0.9228126575000001	1.829762147	3.90494182	0.015863168
ZNF404	1.0563616505	1.401543457	1.746588575	-0.711179844
ZNF425	0.70235552	1.258501535	2.553145469	0.146209505
ZNF426-DT	1.402496408	-1.911534095	1.892277116	0.893458721
ZNF433	0.8030985375	0.05009164	0.061580129	-1.556105435
ZNF443	1.2140435225	2.378802339	4.87697944	-0.049284706
ZNF462	1.3210717605000002	-1.080292959	0.711785069	1.561850562
ZNF470	0.7756108270000001	1.239668648	2.504289657	-0.311553006
ZNF485	0.880043511	1.430594106	3.040732307	-0.329492916
ZNF540	0.751147872	1.0070337	1.432464297	-0.495262044
ZNF542P	0.7832682019999999	0.277442925	0.491170985	-1.289093479
ZNF547	1.0107851935	1.773196778	1.467776467	-0.248373609
ZNF564	0.5359738789999999	1.011435473	1.377341313	-0.060512285
ZNF572	1.034221918	1.989472384	1.791090763	0.078971452
ZNF585B	0.6655961235	1.112206405	2.587066553	-0.218985842
ZNF587	0.6861912480000001	1.178970572	1.833599274	-0.193411924
ZNF613	0.825305175	1.569643121	2.164923373	-0.080967229
ZNF616	0.8926022524999999	1.283101026	1.418939761	-0.502103479
ZNF618	0.6381324245	-1.096554598	1.561159835	0.179710251
ZNF626	1.3609753985000002	2.127920437	1.500308632	-0.59403036
ZNF628	1.271260749	-2.450060574	1.682924213	-0.092460924
ZNF641	0.7075015684999999	1.129382046	3.90882323	0.285621091
ZNF646	0.638519006	1.213241361	1.81504848	0.063796651
ZNF66	0.914197967	0.605244686	0.726774223	1.223151248
ZNF665	0.8088546255	1.11379213	1.8339061	-0.503917121
ZNF674	0.995669648	1.879621604	1.391658707	0.111717692
ZNF691	0.595709238	1.169820506	1.928165903	-0.02159797
ZNF696	0.74792482	1.167125269	2.846112002	-0.328724371
ZNF70	0.5946992265	1.057615568	1.418222207	0.131782885
ZNF701	0.72549038	1.365054772	3.599590915	0.085925988
ZNF703	1.0775722325	-1.605424697	1.701919452	0.549719768
ZNF724	1.6812634229999999	1.487909035	1.420540767	-1.874617811
ZNF737	0.7872345915	1.52324137	3.612228476	0.051227813
ZNF785	0.694965842	1.32008084	3.716000352	-0.069850844
ZNF804A	1.1510234565	-1.204661476	1.651104426	-1.097385437
ZNF816	0.93290728	1.535469107	2.880783091	-0.330345453
ZNF823	0.6829205935	1.01679954	2.301446839	-0.349041647
ZNF879	0.9872803450000001	1.80226502	2.267629031	-0.17229567
ZNNT1	1.0704085285	1.548438203	2.760119941	-0.592378854
ZNRD1ASP	1.8454019515	-0.56063735	0.233666027	3.130166553
ZNRD2-AS1	0.7181959245	1.412630525	1.692816744	-0.023761324
ZSWIM3	1.051574077	2.000982803	2.029702254	-0.102165351
ZYG11A	1.6848948670000001	-1.14866897	0.582825937	2.221120764
